tourney_year_id,tourney_order,tourney_type,tourney_name,tourney_id,tourney_slug,tourney_location,tourney_date,year,tourney_month,tourney_day,tourney_singles_draw,tourney_doubles_draw,tourney_conditions,tourney_surface,tourney_fin_commit_raw,currency,tourney_fin_commit,tourney_url_suffix,singles_winner_name,singles_winner_url,singles_winner_player_slug,singles_winner_player_id,doubles_winner_1_name,doubles_winner_1_url,doubles_winner_1_player_slug,doubles_winner_1_player_id,doubles_winner_2_name,doubles_winner_2_url,doubles_winner_2_player_slug,doubles_winner_2_player_id
2018-7696,68,Next Gen Finals,Next Gen ATP Finals,7696,next-gen-atp-finals,"Milan, Italy",2018.11.06,2018,11,6,8,0,Indoor,Hard,"$1,335,000",USD,1335000,/en/scores/archive/next-gen-atp-finals/7696/2018/results,Stefanos Tsitsipas,/en/players/stefanos-tsitsipas/te51/overview,stefanos-tsitsipas,te51,,,,,,,,
2018-605,69,ATP Finals,Nitto ATP Finals,605,nitto-atp-finals,"London, Great Britain",2018.11.11,2018,11,11,8,8,Indoor,Hard,"$8,500,000",USD,8500000,/en/scores/archive/nitto-atp-finals/605/2018/results,Alexander Zverev,/en/players/alexander-zverev/z355/overview,alexander-zverev,z355,Mike Bryan,/en/players/mike-bryan/b589/overview,mike-bryan,b589,Jack Sock,/en/players/jack-sock/sm25/overview,jack-sock,sm25
tourney_year_id,tourney_order,tourney_type,tourney_name,tourney_id,tourney_slug,tourney_location,tourney_date,year,tourney_month,tourney_day,tourney_singles_draw,tourney_doubles_draw,tourney_conditions,tourney_surface,tourney_fin_commit_raw,currency,tourney_fin_commit,tourney_url_suffix,singles_winner_name,singles_winner_url,singles_winner_player_slug,singles_winner_player_id,doubles_winner_1_name,doubles_winner_1_url,doubles_winner_1_player_slug,doubles_winner_1_player_id,doubles_winner_2_name,doubles_winner_2_url,doubles_winner_2_player_slug,doubles_winner_2_player_id
2019-451,1,ATP 250,Doha,451,doha,"Doha, Qatar",2018.12.31,2019,12,31,32,16,Outdoor,Hard,"$1,416,205",USD,1416205,/en/scores/archive/doha/451/2019/results,Roberto Bautista Agut,/en/players/roberto-bautista-agut/bd06/overview,roberto-bautista-agut,bd06,David Goffin,/en/players/david-goffin/gb88/overview,david-goffin,gb88,Pierre-Hugues Herbert,/en/players/pierre-hugues-herbert/h996/overview,pierre-hugues-herbert,h996
2019-339,2,ATP 250,Brisbane,339,brisbane,"Brisbane, Australia",2018.12.31,2019,12,31,28,16,Outdoor,Hard,"$589,680",USD,589680,/en/scores/archive/brisbane/339/2019/results,Kei Nishikori,/en/players/kei-nishikori/n552/overview,kei-nishikori,n552,Marcus Daniell,/en/players/marcus-daniell/d763/overview,marcus-daniell,d763,Wesley Koolhof,/en/players/wesley-koolhof/kc41/overview,wesley-koolhof,kc41
2019-891,3,ATP 250,Pune,891,pune,"Pune, India",2018.12.31,2019,12,31,28,16,Outdoor,Hard,"$589,680",USD,589680,/en/scores/archive/pune/891/2019/results,Kevin Anderson,/en/players/kevin-anderson/a678/overview,kevin-anderson,a678,Rohan Bopanna,/en/players/rohan-bopanna/b757/overview,rohan-bopanna,b757,Divij Sharan,/en/players/divij-sharan/sd46/overview,divij-sharan,sd46
2019-338,4,ATP 250,Sydney,338,sydney,"Sydney, Australia",2019.01.06,2019,1,6,28,16,Outdoor,Hard,"$589,680",USD,589680,/en/scores/archive/sydney/338/2019/results,Alex de Minaur,/en/players/alex-de-minaur/dh58/overview,alex-de-minaur,dh58,Jamie Murray,/en/players/jamie-murray/mc81/overview,jamie-murray,mc81,Bruno Soares,/en/players/bruno-soares/s938/overview,bruno-soares,s938
2019-301,5,ATP 250,Auckland,301,auckland,"Auckland, New Zealand",2019.01.07,2019,1,7,28,16,Outdoor,Hard,"$589,680",USD,589680,/en/scores/archive/auckland/301/2019/results,Tennys Sandgren,/en/players/tennys-sandgren/sl08/overview,tennys-sandgren,sl08,Ben McLachlan,/en/players/ben-mclachlan/mo07/overview,ben-mclachlan,mo07,Jan-Lennard Struff,/en/players/jan-lennard-struff/sl28/overview,jan-lennard-struff,sl28
2019-580,6,Grand Slam,Australian Open,580,australian-open,"Melbourne, Australia",2019.01.14,2019,1,14,128,64,Outdoor,Hard,"A$29,687,000",AUD,29687000,/en/scores/archive/australian-open/580/2019/results,Novak Djokovic,/en/players/novak-djokovic/d643/overview,novak-djokovic,d643,Pierre-Hugues Herbert,/en/players/pierre-hugues-herbert/h996/overview,pierre-hugues-herbert,h996,Nicolas Mahut,/en/players/nicolas-mahut/m873/overview,nicolas-mahut,m873
2019-9158,7,ATP 250,Cordoba,9158,cordoba,"Cordoba, Argentina",2019.02.04,2019,2,4,28,16,Outdoor,Clay,"$589,680",USD,589680,/en/scores/archive/cordoba/9158/2019/results,Juan Ignacio Londero,/en/players/juan-ignacio-londero/lb84/overview,juan-ignacio-londero,lb84,Roman Jebavy,/en/players/roman-jebavy/j321/overview,roman-jebavy,j321,Andres Molteni,/en/players/andres-molteni/me56/overview,andres-molteni,me56
2019-375,8,ATP 250,Montpellier,375,montpellier,"Montpellier, France",2019.02.04,2019,2,4,28,16,Indoor,Hard,"�586,140",EUR,586140,/en/scores/archive/montpellier/375/2019/results,Jo-Wilfried Tsonga,/en/players/jo-wilfried-tsonga/t786/overview,jo-wilfried-tsonga,t786,Ivan Dodig,/en/players/ivan-dodig/d646/overview,ivan-dodig,d646,Edouard Roger-Vasselin,/en/players/edouard-roger-vasselin/r613/overview,edouard-roger-vasselin,r613
2019-7434,9,ATP 250,Sofia,7434,sofia,"Sofia, Bulgaria",2019.02.04,2019,2,4,28,16,Indoor,Hard,"�586,140",EUR,586140,/en/scores/archive/sofia/7434/2019/results,Daniil Medvedev,/en/players/daniil-medvedev/mm58/overview,daniil-medvedev,mm58,Jurgen Melzer,/en/players/jurgen-melzer/m762/overview,jurgen-melzer,m762,Nikola Mektic,/en/players/nikola-mektic/mf09/overview,nikola-mektic,mf09
2019-407,10,ATP 500,Rotterdam,407,rotterdam,"Rotterdam, Netherlands",2019.02.11,2019,2,11,32,16,Indoor,Hard,"�2,098,480",EUR,2098480,/en/scores/archive/rotterdam/407/2019/results,Gael Monfils,/en/players/gael-monfils/mc65/overview,gael-monfils,mc65,Jeremy Chardy,/en/players/jeremy-chardy/ca12/overview,jeremy-chardy,ca12,Henri Kontinen,/en/players/henri-kontinen/ka80/overview,henri-kontinen,ka80
2019-424,11,ATP 250,New York,424,new-york,"New York, United States",2019.02.11,2019,2,11,28,16,Indoor,Hard,"$777,385",USD,777385,/en/scores/archive/new-york/424/2019/results,Reilly Opelka,/en/players/reilly-opelka/o522/overview,reilly-opelka,o522,Kevin Krawietz,/en/players/kevin-krawietz/kb92/overview,kevin-krawietz,kb92,Andreas Mies,/en/players/andreas-mies/mj40/overview,andreas-mies,mj40
2019-506,12,ATP 250,Buenos Aires,506,buenos-aires,"Buenos Aires, Argentina",2019.02.11,2019,2,11,28,16,Outdoor,Clay,"$673,135",USD,673135,/en/scores/archive/buenos-aires/506/2019/results,Marco Cecchinato,/en/players/marco-cecchinato/cf01/overview,marco-cecchinato,cf01,Maximo Gonzalez,/en/players/maximo-gonzalez/g585/overview,maximo-gonzalez,g585,Horacio Zeballos,/en/players/horacio-zeballos/z184/overview,horacio-zeballos,z184
2019-6932,13,ATP 500,Rio de Janeiro,6932,rio-de-janeiro,"Rio de Janeiro, Brazil",2019.02.18,2019,2,18,32,16,Outdoor,Clay,"$1,937,740",USD,1937740,/en/scores/archive/rio-de-janeiro/6932/2019/results,Laslo Djere,/en/players/laslo-djere/db63/overview,laslo-djere,db63,Maximo Gonzalez,/en/players/maximo-gonzalez/g585/overview,maximo-gonzalez,g585,Nicolas Jarry,/en/players/nicolas-jarry/j551/overview,nicolas-jarry,j551
2019-496,14,ATP 250,Marseille,496,marseille,"Marseille, France",2019.02.18,2019,2,18,28,16,Indoor,Hard,"�744,010",EUR,744010,/en/scores/archive/marseille/496/2019/results,Stefanos Tsitsipas,/en/players/stefanos-tsitsipas/te51/overview,stefanos-tsitsipas,te51,Jeremy Chardy,/en/players/jeremy-chardy/ca12/overview,jeremy-chardy,ca12,Fabrice Martin,/en/players/fabrice-martin/me04/overview,fabrice-martin,me04
2019-499,15,ATP 250,Delray Beach,499,delray-beach,"Delray Beach, United States",2019.02.18,2019,2,18,32,16,Outdoor,Hard,"$651,215",USD,651215,/en/scores/archive/delray-beach/499/2019/results,Radu Albot,/en/players/radu-albot/a829/overview,radu-albot,a829,Bob Bryan,/en/players/bob-bryan/b588/overview,bob-bryan,b588,Mike Bryan,/en/players/mike-bryan/b589/overview,mike-bryan,b589
2019-495,16,ATP 500,Dubai,495,dubai,"Dubai, United Arab Emirates",2019.02.25,2019,2,25,32,16,Outdoor,Hard,"$2,887,895",USD,2887895,/en/scores/archive/dubai/495/2019/results,Roger Federer,/en/players/roger-federer/f324/overview,roger-federer,f324,Rajeev Ram,/en/players/rajeev-ram/r548/overview,rajeev-ram,r548,Joe Salisbury,/en/players/joe-salisbury/so70/overview,joe-salisbury,so70
2019-807,17,ATP 500,Acapulco,807,acapulco,"Acapulco, Mexico",2019.02.25,2019,2,25,32,16,Outdoor,Hard,"$1,931,110",USD,1931110,/en/scores/archive/acapulco/807/2019/results,Nick Kyrgios,/en/players/nick-kyrgios/ke17/overview,nick-kyrgios,ke17,Mischa Zverev,/en/players/mischa-zverev/z168/overview,mischa-zverev,z168,Alexander Zverev,/en/players/alexander-zverev/z355/overview,alexander-zverev,z355
2019-533,18,ATP 250,Sao Paulo,533,sao-paulo,"Sao Paulo, Brazil",2019.02.25,2019,2,25,28,16,Indoor,Clay,"$618,810",USD,618810,/en/scores/archive/sao-paulo/533/2019/results,Guido Pella,/en/players/guido-pella/pc11/overview,guido-pella,pc11,Federico Delbonis,/en/players/federico-delbonis/d874/overview,federico-delbonis,d874,Maximo Gonzalez,/en/players/maximo-gonzalez/g585/overview,maximo-gonzalez,g585
2019-404,19,Masters 1000,ATP Masters 1000 Indian Wells,404,indian-wells,"Indian Wells, United States",2019.03.07,2019,3,7,96,32,Outdoor,Hard,"$9,314,875",USD,9314875,/en/scores/archive/indian-wells/404/2019/results,Dominic Thiem,/en/players/dominic-thiem/tb69/overview,dominic-thiem,tb69,Nikola Mektic,/en/players/nikola-mektic/mf09/overview,nikola-mektic,mf09,Horacio Zeballos,/en/players/horacio-zeballos/z184/overview,horacio-zeballos,z184
2019-403,20,Masters 1000,ATP Masters 1000 Miami,403,miami,"Miami, United States",2019.03.20,2019,3,20,96,32,Outdoor,Hard,"$9,314,875",USD,9314875,/en/scores/archive/miami/403/2019/results,Roger Federer,/en/players/roger-federer/f324/overview,roger-federer,f324,Bob Bryan,/en/players/bob-bryan/b588/overview,bob-bryan,b588,Mike Bryan,/en/players/mike-bryan/b589/overview,mike-bryan,b589
2019-717,21,ATP 250,Houston,717,houston,"Houston, United States",2019.04.08,2019,4,8,28,16,Outdoor,Clay,"$652,245",USD,652245,/en/scores/archive/houston/717/2019/results,Cristian Garin,/en/players/cristian-garin/gd64/overview,cristian-garin,gd64,Santiago Gonzalez,/en/players/santiago-gonzalez/g551/overview,santiago-gonzalez,g551,Aisam-Ul-Haq Qureshi,/en/players/aisam-ul-haq-qureshi/q019/overview,aisam-ul-haq-qureshi,q019
2019-360,22,ATP 250,Marrakech,360,marrakech,"Marrakech, Morocco",2019.04.08,2019,4,8,32,16,Outdoor,Clay,"�586,140",EUR,586140,/en/scores/archive/marrakech/360/2019/results,Benoit Paire,/en/players/benoit-paire/pd31/overview,benoit-paire,pd31,Jurgen Melzer,/en/players/jurgen-melzer/m762/overview,jurgen-melzer,m762,Franko Skugor,/en/players/franko-skugor/sf76/overview,franko-skugor,sf76
2019-410,23,Masters 1000,ATP Masters 1000 Monte Carlo,410,monte-carlo,"Monte Carlo, Monaco",2019.04.14,2019,4,14,56,32,Outdoor,Clay,"�5,585,030",EUR,5585030,/en/scores/archive/monte-carlo/410/2019/results,Fabio Fognini,/en/players/fabio-fognini/f510/overview,fabio-fognini,f510,Nikola Mektic,/en/players/nikola-mektic/mf09/overview,nikola-mektic,mf09,Franko Skugor,/en/players/franko-skugor/sf76/overview,franko-skugor,sf76
2019-425,24,ATP 500,Barcelona,425,barcelona,"Barcelona, Spain",2019.04.22,2019,4,22,48,16,Outdoor,Clay,"�2,746,455",EUR,2746455,/en/scores/archive/barcelona/425/2019/results,Dominic Thiem,/en/players/dominic-thiem/tb69/overview,dominic-thiem,tb69,Juan Sebastian Cabal,/en/players/juan-sebastian-cabal/c834/overview,juan-sebastian-cabal,c834,Robert Farah,/en/players/robert-farah/f525/overview,robert-farah,f525
2019-7648,25,ATP 250,Budapest,7648,budapest,"Budapest, Hungary",2019.04.22,2019,4,22,28,16,Outdoor,Clay,"�586,140",EUR,586140,/en/scores/archive/budapest/7648/2019/results,Matteo Berrettini,/en/players/matteo-berrettini/bk40/overview,matteo-berrettini,bk40,Ken Skupski,/en/players/ken-skupski/sc40/overview,ken-skupski,sc40,Neal Skupski,/en/players/neal-skupski/sl22/overview,neal-skupski,sl22
2019-7290,26,ATP 250,Estoril,7290,estoril,"Estoril, Portugal",2019.04.29,2019,4,29,28,16,Outdoor,Clay,"�586,140",EUR,586140,/en/scores/archive/estoril/7290/2019/results,Stefanos Tsitsipas,/en/players/stefanos-tsitsipas/te51/overview,stefanos-tsitsipas,te51,Jeremy Chardy,/en/players/jeremy-chardy/ca12/overview,jeremy-chardy,ca12,Fabrice Martin,/en/players/fabrice-martin/me04/overview,fabrice-martin,me04
2019-308,27,ATP 250,Munich,308,munich,"Munich, Germany",2019.04.29,2019,4,29,28,16,Outdoor,Clay,"�586,140",EUR,586140,/en/scores/archive/munich/308/2019/results,Cristian Garin,/en/players/cristian-garin/gd64/overview,cristian-garin,gd64,Frederik Nielsen,/en/players/frederik-nielsen/n390/overview,frederik-nielsen,n390,Tim Puetz,/en/players/tim-puetz/pc68/overview,tim-puetz,pc68
2019-1536,28,Masters 1000,ATP Masters 1000 Madrid,1536,madrid,"Madrid, Spain",2019.05.05,2019,5,5,56,32,Outdoor,Clay,"�7,279,270",EUR,7279270,/en/scores/archive/madrid/1536/2019/results,Novak Djokovic,/en/players/novak-djokovic/d643/overview,novak-djokovic,d643,Jean-Julien Rojer,/en/players/jean-julien-rojer/r513/overview,jean-julien-rojer,r513,Horia Tecau,/en/players/horia-tecau/t749/overview,horia-tecau,t749
2019-416,29,Masters 1000,ATP Masters 1000 Rome,416,rome,"Rome, Italy",2019.05.12,2019,5,12,56,32,Outdoor,Clay,"�5,791,280",EUR,5791280,/en/scores/archive/rome/416/2019/results,Rafael Nadal,/en/players/rafael-nadal/n409/overview,rafael-nadal,n409,Juan Sebastian Cabal,/en/players/juan-sebastian-cabal/c834/overview,juan-sebastian-cabal,c834,Robert Farah,/en/players/robert-farah/f525/overview,robert-farah,f525
2019-322,30,ATP 250,Geneva,322,geneva,"Geneva, Switzerland",2019.05.19,2019,5,19,28,16,Outdoor,Clay,"�586,140",EUR,586140,/en/scores/archive/geneva/322/2019/results,Alexander Zverev,/en/players/alexander-zverev/z355/overview,alexander-zverev,z355,Oliver Marach,/en/players/oliver-marach/m760/overview,oliver-marach,m760,Mate Pavic,/en/players/mate-pavic/pf00/overview,mate-pavic,pf00
2019-7694,31,ATP 250,Lyon,7694,lyon,"Lyon, France",2019.05.19,2019,5,19,28,16,Outdoor,Clay,"�586,140",EUR,586140,/en/scores/archive/lyon/7694/2019/results,Benoit Paire,/en/players/benoit-paire/pd31/overview,benoit-paire,pd31,Ivan Dodig,/en/players/ivan-dodig/d646/overview,ivan-dodig,d646,Edouard Roger-Vasselin,/en/players/edouard-roger-vasselin/r613/overview,edouard-roger-vasselin,r613
2019-520,32,Grand Slam,Roland Garros,520,roland-garros,"Paris, France",2019.05.26,2019,5,26,128,64,Outdoor,Clay,"�20,060,000",EUR,20060000,/en/scores/archive/roland-garros/520/2019/results,Rafael Nadal,/en/players/rafael-nadal/n409/overview,rafael-nadal,n409,Kevin Krawietz,/en/players/kevin-krawietz/kb92/overview,kevin-krawietz,kb92,Andreas Mies,/en/players/andreas-mies/mj40/overview,andreas-mies,mj40
2019-321,33,ATP 250,Stuttgart,321,stuttgart,"Stuttgart, Germany",2019.06.10,2019,6,10,28,16,Outdoor,Grass,"�754,540",EUR,754540,/en/scores/archive/stuttgart/321/2019/results,Matteo Berrettini,/en/players/matteo-berrettini/bk40/overview,matteo-berrettini,bk40,John Peers,/en/players/john-peers/pc96/overview,john-peers,pc96,Bruno Soares,/en/players/bruno-soares/s938/overview,bruno-soares,s938
2019-440,34,ATP 250,'s-Hertogenbosch,440,s-hertogenbosch,"'s-Hertogenbosch, Netherlands",2019.06.10,2019,6,10,28,16,Outdoor,Grass,"�711,275",EUR,711275,/en/scores/archive/s-hertogenbosch/440/2019/results,Adrian Mannarino,/en/players/adrian-mannarino/me82/overview,adrian-mannarino,me82,Dominic Inglot,/en/players/dominic-inglot/i200/overview,dominic-inglot,i200,Austin Krajicek,/en/players/austin-krajicek/ka00/overview,austin-krajicek,ka00
2019-500,35,ATP 500,Halle,500,halle,"Halle, Germany",2019.06.17,2019,6,17,32,16,Outdoor,Grass,"�2,219,150",EUR,2219150,/en/scores/archive/halle/500/2019/results,Roger Federer,/en/players/roger-federer/f324/overview,roger-federer,f324,Raven Klaasen,/en/players/raven-klaasen/k609/overview,raven-klaasen,k609,Michael Venus,/en/players/michael-venus/v576/overview,michael-venus,v576
2019-311,36,ATP 500,London / Queen's Club,311,london,"London, Great Britain",2019.06.17,2019,6,17,32,16,Outdoor,Grass,"�2,219,150",EUR,2219150,/en/scores/archive/london/311/2019/results,Feliciano Lopez,/en/players/feliciano-lopez/l397/overview,feliciano-lopez,l397,Feliciano Lopez,/en/players/feliciano-lopez/l397/overview,feliciano-lopez,l397,Andy Murray,/en/players/andy-murray/mc10/overview,andy-murray,mc10
2019-7650,37,ATP 250,Antalya,7650,antalya,"Antalya, Turkiye",2019.06.23,2019,6,23,28,16,Outdoor,Grass,"�507,490",EUR,507490,/en/scores/archive/antalya/7650/2019/results,Lorenzo Sonego,/en/players/lorenzo-sonego/su87/overview,lorenzo-sonego,su87,Jonathan Erlich,/en/players/jonathan-erlich/e152/overview,jonathan-erlich,e152,Artem Sitak,/en/players/artem-sitak/sd23/overview,artem-sitak,sd23
2019-741,38,ATP 250,Eastbourne,741,eastbourne,"Eastbourne, Great Britain",2019.06.24,2019,6,24,28,16,Outdoor,Grass,"�745,880",EUR,745880,/en/scores/archive/eastbourne/741/2019/results,Taylor Fritz,/en/players/taylor-fritz/fb98/overview,taylor-fritz,fb98,Juan Sebastian Cabal,/en/players/juan-sebastian-cabal/c834/overview,juan-sebastian-cabal,c834,Robert Farah,/en/players/robert-farah/f525/overview,robert-farah,f525
2019-540,39,Grand Slam,Wimbledon,540,wimbledon,"London, Great Britain",2019.07.01,2019,7,1,128,64,Outdoor,Grass,"�17,769,000",GBP,17769000,/en/scores/archive/wimbledon/540/2019/results,Novak Djokovic,/en/players/novak-djokovic/d643/overview,novak-djokovic,d643,Juan Sebastian Cabal,/en/players/juan-sebastian-cabal/c834/overview,juan-sebastian-cabal,c834,Robert Farah,/en/players/robert-farah/f525/overview,robert-farah,f525
2019-315,40,ATP 250,Newport,315,newport,"Newport, United States",2019.07.14,2019,7,14,28,16,Outdoor,Grass,"$652,245",USD,652245,/en/scores/archive/newport/315/2019/results,John Isner,/en/players/john-isner/i186/overview,john-isner,i186,Marcel Granollers,/en/players/marcel-granollers/g710/overview,marcel-granollers,g710,Sergiy Stakhovsky,/en/players/sergiy-stakhovsky/sc77/overview,sergiy-stakhovsky,sc77
2019-316,41,ATP 250,Bastad,316,bastad,"Bastad, Sweden",2019.07.15,2019,7,15,28,16,Outdoor,Clay,"�586,140",EUR,586140,/en/scores/archive/bastad/316/2019/results,Nicolas Jarry,/en/players/nicolas-jarry/j551/overview,nicolas-jarry,j551,Sander Gille,/en/players/sander-gille/gd32/overview,sander-gille,gd32,Joran Vliegen,/en/players/joran-vliegen/v895/overview,joran-vliegen,v895
2019-439,42,ATP 250,Umag,439,umag,"Umag, Croatia",2019.07.15,2019,7,15,28,16,Outdoor,Clay,"�586,140",EUR,586140,/en/scores/archive/umag/439/2019/results,Dusan Lajovic,/en/players/dusan-lajovic/l987/overview,dusan-lajovic,l987,Robin Haase,/en/players/robin-haase/h756/overview,robin-haase,h756,Philipp Oswald,/en/players/philipp-oswald/o305/overview,philipp-oswald,o305
2019-414,43,ATP 500,Hamburg,414,hamburg,"Hamburg, Germany",2019.07.22,2019,7,22,32,16,Outdoor,Clay,"�1,855,490",EUR,1855490,/en/scores/archive/hamburg/414/2019/results,Nikoloz Basilashvili,/en/players/nikoloz-basilashvili/bg23/overview,nikoloz-basilashvili,bg23,Oliver Marach,/en/players/oliver-marach/m760/overview,oliver-marach,m760,Jurgen Melzer,/en/players/jurgen-melzer/m762/overview,jurgen-melzer,m762
2019-6116,44,ATP 250,Atlanta,6116,atlanta,"Atlanta, United States",2019.07.22,2019,7,22,28,16,Outdoor,Hard,"$777,385",USD,777385,/en/scores/archive/atlanta/6116/2019/results,Alex de Minaur,/en/players/alex-de-minaur/dh58/overview,alex-de-minaur,dh58,Dominic Inglot,/en/players/dominic-inglot/i200/overview,dominic-inglot,i200,Austin Krajicek,/en/players/austin-krajicek/ka00/overview,austin-krajicek,ka00
2019-314,45,ATP 250,Gstaad,314,gstaad,"Gstaad, Switzerland",2019.07.22,2019,7,22,28,16,Outdoor,Clay,"�586,140",EUR,586140,/en/scores/archive/gstaad/314/2019/results,Albert Ramos-Vinolas,/en/players/albert-ramos-vinolas/r772/overview,albert-ramos-vinolas,r772,Sander Gille,/en/players/sander-gille/gd32/overview,sander-gille,gd32,Joran Vliegen,/en/players/joran-vliegen/v895/overview,joran-vliegen,v895
2019-418,46,ATP 500,Washington,418,washington,"Washington, United States",2019.07.27,2019,7,27,48,16,Outdoor,Hard,"$2,046,340",USD,2046340,/en/scores/archive/washington/418/2019/results,Nick Kyrgios,/en/players/nick-kyrgios/ke17/overview,nick-kyrgios,ke17,Raven Klaasen,/en/players/raven-klaasen/k609/overview,raven-klaasen,k609,Michael Venus,/en/players/michael-venus/v576/overview,michael-venus,v576
2019-7480,47,ATP 250,Los Cabos,7480,los-cabos,"Los Cabos, Mexico",2019.07.29,2019,7,29,28,16,Outdoor,Hard,"$858,565",USD,858565,/en/scores/archive/los-cabos/7480/2019/results,Diego Schwartzman,/en/players/diego-schwartzman/sm37/overview,diego-schwartzman,sm37,Romain Arneodo,/en/players/romain-arneodo/aa81/overview,romain-arneodo,aa81,Hugo Nys,/en/players/hugo-nys/n670/overview,hugo-nys,n670
2019-319,48,ATP 250,Kitzbuhel,319,kitzbuhel,"Kitzbuhel, Austria",2019.07.29,2019,7,29,28,16,Outdoor,Clay,"�586,140",EUR,586140,/en/scores/archive/kitzbuhel/319/2019/results,Dominic Thiem,/en/players/dominic-thiem/tb69/overview,dominic-thiem,tb69,Philipp Oswald,/en/players/philipp-oswald/o305/overview,philipp-oswald,o305,Filip Polasek,/en/players/filip-polasek/pa46/overview,filip-polasek,pa46
2019-421,49,Masters 1000,ATP Masters 1000 Canada,421,montreal,"Montreal, Canada",2019.08.05,2019,8,5,56,32,Outdoor,Hard,"$6,338,885",USD,6338885,/en/scores/archive/montreal/421/2019/results,Rafael Nadal,/en/players/rafael-nadal/n409/overview,rafael-nadal,n409,Marcel Granollers,/en/players/marcel-granollers/g710/overview,marcel-granollers,g710,Horacio Zeballos,/en/players/horacio-zeballos/z184/overview,horacio-zeballos,z184
2019-422,50,Masters 1000,ATP Masters 1000 Cincinnati,422,cincinnati,"Cincinnati, United States",2019.08.11,2019,8,11,56,32,Outdoor,Hard,"$6,735,690",USD,6735690,/en/scores/archive/cincinnati/422/2019/results,Daniil Medvedev,/en/players/daniil-medvedev/mm58/overview,daniil-medvedev,mm58,Ivan Dodig,/en/players/ivan-dodig/d646/overview,ivan-dodig,d646,Filip Polasek,/en/players/filip-polasek/pa46/overview,filip-polasek,pa46
2019-6242,51,ATP 250,Winston-Salem,6242,winston-salem,"Winston-Salem, United States",2019.08.18,2019,8,18,48,16,Outdoor,Hard,"$807,210",USD,807210,/en/scores/archive/winston-salem/6242/2019/results,Hubert Hurkacz,/en/players/hubert-hurkacz/hb71/overview,hubert-hurkacz,hb71,Lukasz Kubot,/en/players/lukasz-kubot/k540/overview,lukasz-kubot,k540,Marcelo Melo,/en/players/marcelo-melo/m919/overview,marcelo-melo,m919
2019-560,52,Grand Slam,US Open,560,us-open,"New York, United States",2019.08.26,2019,8,26,128,64,Outdoor,Hard,"$28,619,350",USD,28619350,/en/scores/archive/us-open/560/2019/results,Rafael Nadal,/en/players/rafael-nadal/n409/overview,rafael-nadal,n409,Juan Sebastian Cabal,/en/players/juan-sebastian-cabal/c834/overview,juan-sebastian-cabal,c834,Robert Farah,/en/players/robert-farah/f525/overview,robert-farah,f525
2019-568,53,ATP 250,St. Petersburg,568,st-petersburg,"St. Petersburg, Russia",2019.09.15,2019,9,15,28,16,Indoor,Hard,"$1,248,665",USD,1248665,/en/scores/archive/st-petersburg/568/2019/results,Daniil Medvedev,/en/players/daniil-medvedev/mm58/overview,daniil-medvedev,mm58,Divij Sharan,/en/players/divij-sharan/sd46/overview,divij-sharan,sd46,Igor Zelenay,/en/players/igor-zelenay/z134/overview,igor-zelenay,z134
2019-341,54,ATP 250,Metz,341,metz,"Metz, France",2019.09.15,2019,9,15,28,16,Indoor,Hard,"�586,140",EUR,586140,/en/scores/archive/metz/341/2019/results,Jo-Wilfried Tsonga,/en/players/jo-wilfried-tsonga/t786/overview,jo-wilfried-tsonga,t786,Robert Lindstedt,/en/players/robert-lindstedt/l335/overview,robert-lindstedt,l335,Jan-Lennard Struff,/en/players/jan-lennard-struff/sl28/overview,jan-lennard-struff,sl28
2019-9210,55,Laver Cup,Laver Cup,9210,laver-cup,"Geneva, Switzerland",2019.09.20,2019,9,20,12,12,Indoor,Hard,,,,/en/scores/archive/laver-cup/9210/2019/results,,,,,,,,,,,,
2019-7581,56,ATP 250,Chengdu,7581,chengdu,"Chengdu, China",2019.09.23,2019,9,23,28,16,Outdoor,Hard,"$1,213,295",USD,1213295,/en/scores/archive/chengdu/7581/2019/results,Pablo Carreno Busta,/en/players/pablo-carreno-busta/cd85/overview,pablo-carreno-busta,cd85,Nikola Cacic,/en/players/nikola-cacic/cc54/overview,nikola-cacic,cc54,Dusan Lajovic,/en/players/dusan-lajovic/l987/overview,dusan-lajovic,l987
2019-9164,57,ATP 250,Zhuhai,9164,zhuhai,"Zhuhai, China",2019.09.23,2019,9,23,28,16,Outdoor,Hard,"$1,000,000",USD,1000000,/en/scores/archive/zhuhai/9164/2019/results,Alex de Minaur,/en/players/alex-de-minaur/dh58/overview,alex-de-minaur,dh58,Sander Gille,/en/players/sander-gille/gd32/overview,sander-gille,gd32,Joran Vliegen,/en/players/joran-vliegen/v895/overview,joran-vliegen,v895
2019-747,58,ATP 500,Beijing,747,beijing,"Beijing, China",2019.09.30,2019,9,30,32,16,Outdoor,Hard,"$3,666,275",USD,3666275,/en/scores/archive/beijing/747/2019/results,Dominic Thiem,/en/players/dominic-thiem/tb69/overview,dominic-thiem,tb69,Ivan Dodig,/en/players/ivan-dodig/d646/overview,ivan-dodig,d646,Filip Polasek,/en/players/filip-polasek/pa46/overview,filip-polasek,pa46
